ID,Boarding Area,Terminal,Language,Gender,Where,Country,Bay Area,Airport Rating,Art Rating,Restaurant Rating,Moving Walkways Rating,Arrival Booth Rating,Departure Booth Rating,Signage Rating,Directional Signs Rating,Parking Rating,Airtrain Rating,Parking Shuttle Rating,Rental Car Center Rating,Retail Rating,Form Of Transportation,Mode Of Transportation Rating,Car Arrivals,Green Rental,Question Green Rental,Carbon Offset,Purpose Of Travel,Ease Of Finding Way Rating,Security Rating,Airport Cleanliness,Boarding Area Cleanliness,Garage Cleanliness,Air Train Cleanliness,Rental Car Center Cleanliness,Restaurant Cleanliness,Restroom Cleanliness,Safety Rating,Aware Of Website,Used Website,Website Rating,Previous Departures This Year,Overall Satisfaction,Overall Cleanliness,Airport Wi Fi Use,Restaurant Spending,Retail Shop Spending
445,F,3,English,Male,Molalla,US,,Good,Very Good,,Very Good,,,,Very Good,,,,,Good,Shared Ride Van,Very Good,,No,,No,Business,Very Good,Very Good,Good,Good,,,,,Good,Very Good,No,,,0 Trips,93.75,80.02725936,No,23.94967536,10.4951966
673,F,3,English,Male,Pullman,US,,Good,Fair,Very Good,Very Good,,,,Very Good,,,,,Very Good,Connecting flight,,,,,No,Vacation,Very Good,,Good,Good,,,,,Good,Very Good,No,,,0 Trips,89.28571429,81.85159876,No,28.98039487,10.711965
1204,F,3,English,Male,Denver,US,,Very Good,Very Good,Very Good,Very Good,,,,Very Good,,,,,,Connecting flight,,,,,No,Vacation,Very Good,Very Good,Good,Good,,,,,Good,Very Good,Yes,No,,1 Trip,100,79.73388408,No,55.86160538,26.12600073
96,F,3,English,Female,Grant'S Pass,US,,Good,,Fair,Good,,,,Good,,,,,,Connecting flight,,,,,No,Visiting Friends and Relatives,Very Good,,Good,Good,,,,,Good,Very Good,No,,,1 Trip,75,66.51955931,No,2.298018894,49.9755381
696,E,3,English,Female,Menlo Park,US,San Mateo,Good,,Fair,Fair,,,,Good,,,,,Fair,Shared Ride Van,Good,,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Good,Good,,,,,Good,Very Good,Yes,No,,2 Trips,71.875,80.63349462,,0,28.87075878
1122,F,3,English,Male,Bedford,US,,Good,Good,,Good,,,Very Good,Very Good,,,,,,Private Car,,International Garage A,No,,No,Vacation,Very Good,Very Good,Good,Good,,,,,Good,Very Good,No,,,3+ Trips,89.28571429,85.28029365,No,0.261715588,32.60086741
853,E,3,English,Female,New York City,US,,Good,Fair,Fair,Good,Good,Fair,,Good,,,,,Fair,Taxi,Fair,,No,,No,Business,Good,Good,Good,Good,,,,,Good,Very Good,Yes,No,,3+ Trips,63.63636364,74.3289759,No,30.34663487,27.49306833
5,F,3,English,Male,Aurora,US,,Good,Good,Fair,Good,,,Good,Good,,Good,,,,Private Car,,Curb Drop,No,,No,Vacation,Good,Good,Good,Good,,,,,Good,Very Good,No,,,2 Trips,72.22222222,80.64130162,No,12.51113866,40.17601423
672,F,3,English,Male,Pullman,US,,Fair,Fair,Very Good,Very Good,,,,Very Good,,,,,Good,Connecting flight,,,,,No,Vacation,Very Good,,Very Good,Good,,,,,Good,Very Good,No,,,0 Trips,82.14285714,78.13446743,No,45.14387781,39.68153056
62,F,3,English,Male,Los Angeles,US,,Very Good,Very Good,,Very Good,,,Very Good,Good,,,,,,Connecting flight,,,,,No,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Good,,,,,Good,Very Good,Yes,No,,1 Trip,96.42857143,75.0921975,No,37.92088397,26.96011672
851,E,3,English,Female,San Jose,US,Santa Clara,Good,,,Very Good,,Fair,,Good,,,,,,Taxi,Very Good,,No,,Yes,Vacation,Very Good,Fair,Good,Very Good,,,,,Good,Very Good,Yes,No,,1 Trip,78.57142857,73.21521863,,3.543460178,34.63303465
1099,F,3,English,Male,Daly City,US,San Mateo,Good,Very Good,Good,Good,,,Very Good,Very Good,Fair,,,,,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Good,Very Good,,,,,Good,Very Good,No,,,2 Trips,86.11111111,83.67101888,No,26.75055935,36.54821688
1005,F,3,English,Male,Chicago,US,,Very Good,Good,,Very Good,,,,Very Good,,,,,,,,,,,,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Very Good,,,,,Good,Very Good,No,,,2 Trips,95.83333333,94.06512724,No,3.636753788,53.48686144
819,F,3,English,Male,Alberta,Canada,,Good,Very Good,,Good,Good,,,Good,,,,,Good,Private Car,,Curb Drop,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,,,,Good,Very Good,No,,,3+ Trips,84.375,97.94861942,No,25.05025907,22.2325434
821,F,3,English,Male,Calgary,Canada,,Very Good,Good,Very Good,Very Good,Good,Good,,Very Good,,,,,,Taxi,Fair,,No,,Yes,Vacation,Very Good,,Very Good,Very Good,,,,,Good,Very Good,No,,,3+ Trips,86.11111111,80.77049124,,53.0542334,25.3157605
877,E,3,English,Male,Honolulu,US,,Very Good,Very Good,,,,,Very Good,,,,,,,Connecting flight,,,,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,,,,Good,Very Good,No,,,0 Trips,100,97.96273092,No,10.78857026,56.9323693
671,F,3,English,Male,Pullman,US,,Good,Fair,Very Good,Very Good,,,,Very Good,,,,,Very Good,Connecting flight,,,,,No,Vacation,Very Good,,Very Good,Very Good,,,,,Good,Very Good,No,,,0 Trips,89.28571429,88.7629384,No,51.66736548,37.37609439
141,E,3,English,Male,Daly City,US,San Mateo,Good,Fair,Fair,Fair,Fair,,Good,Good,Fair,Good,,,Fair,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Very Good,,,,,Good,Very Good,No,,,1 Trip,66.66666667,90.09879231,,10.89854543,36.20349592
767,F,3,English,Male,New York City,US,,Poor,Very Good,,Very Good,,,,Fair,,,,,Good,Connecting flight,,,,,Yes,Wedding/Funeral,Very Good,Fair,Very Good,Very Good,,,,,Good,Very Good,No,,,2 Trips,71.42857143,92.56390891,,9.111070243,33.22167059
1197,F,3,English,Male,Honolulu,US,,Good,,,Good,,,Fair,Good,Fair,Fair,,Fair,,Private Car,,Curb Drop,No,,No,Vacation,Good,Very Good,Good,Fair,,Fair,,,Good,Very Good,No,,,3+ Trips,66.66666667,60.17402399,No,19.55185955,16.85136676
352,F,3,English,Female,London,United Kingdom,,Good,,,Good,Good,Good,Good,Good,,Very Good,,,,BART,Good,,No,,Yes,Vacation,Very Good,Very Good,Very Good,Good,,Good,,,Good,Very Good,Yes,No,,0 Trips,82.5,82.01322082,No,24.79492789,27.48154755
1097,F,3,English,Male,San Francisco,US,San Francisco,Good,Good,Good,Good,,,Very Good,Very Good,Good,,,,,BART,Good,,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Very Good,,Good,,,Good,Very Good,No,,,1 Trip,85,91.56415376,No,41.90343653,9.033907794
231,E,3,English,Female,Kalamazoo,US,,Very Good,,Fair,,,,Very Good,,Very Good,,,,Fair,BART,Very Good,,No,,No,Vacation,Very Good,Very Good,Good,Good,,Very Good,,,Good,Very Good,Yes,No,,1 Trip,87.5,87.0529224,No,18.9366341,19.8685396
69,F,3,English,Female,Los Angeles,US,,Good,Fair,Good,Very Good,,,Very Good,Very Good,Very Good,Very Good,,,,BART,Very Good,,,,Yes,Vacation,Very Good,Very Good,Good,Very Good,,Very Good,,,Good,Very Good,No,,,1 Trip,90.90909091,96.55929883,No,53.92015795,28.8064155
871,E,3,English,Female,Ottawa,Canada,,Good,,Good,Fair,Fair,,Very Good,Good,,Very Good,,,Good,Hotel Shuttle,Good,,Yes,No,No,Business,Good,Good,Very Good,Good,Good,Good,Good,,Good,Very Good,No,,,3+ Trips,75,85.63506471,No,20.68214051,32.73804759
266,F,3,English,Male,Philadelphia,US,,Fair,Good,Fair,Good,,,,Good,,,,,Good,Connecting flight,,,,,No,Vacation,Good,Poor,Fair,Fair,,,,Fair,Good,Very Good,No,,,1 Trip,62.5,53.21190462,No,6.026955708,13.13167563
826,F,3,English,Male,Calgary,Canada,,Fair,Good,Good,Very Good,Good,Fair,,Good,,,,,Fair,Connecting flight,,,,,No,Vacation,Good,Good,Good,Fair,,,,Fair,Good,Very Good,No,,,2 Trips,70,75.36061676,No,37.7113905,35.07852128
842,E,3,English,Female,Los Angeles,US,,Good,,Fair,Good,,,,Good,,,,,Fair,Shared Ride Van,Good,,No,,No,Other,Very Good,Good,Good,Good,,,,Fair,Good,Very Good,No,,,3+ Trips,71.875,79.83857428,No,13.48818654,2.274306297
1318,F,3,English,Female,Oahu,US,,Good,Good,Good,Very Good,,,,Very Good,,,,,,Connecting flight,,,,,Yes,Vacation,Very Good,Very Good,Good,Good,,,,Fair,Good,Very Good,No,,,2 Trips,89.28571429,68.6600414,No,28.4866484,18.27457355
1102,F,3,English,Male,Long Beach,US,,Good,Good,Good,Good,Very Good,Very Good,Good,Good,,Good,,Good,,Private Car,,Curb Drop,No,,Yes,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Very Good,,,,Fair,Good,Very Good,No,,,3+ Trips,83.33333333,93.99143624,No,25.81982154,42.50072888
956,E,3,English,Female,Dallas,US,,Good,,Good,Fair,Good,,Good,Good,Good,Good,,Fair,Fair,,Good,,No,,Yes,Business,Good,Very Good,Good,Good,,Good,Good,Fair,Good,Very Good,No,,,3+ Trips,71.15384615,82.89903819,Yes,48.98767299,0
526,E,3,English,Male,Laramie,US,,Good,,Fair,Good,,,Fair,Very Good,,Very Good,,Good,,Rental Car Center,Good,,Yes,No,Yes,Business,Very Good,Very Good,Good,Good,,Very Good,Very Good,Fair,Good,Very Good,Yes,No,,2 Trips,80,70.02342162,No,55.96798681,6.013617592
1245,F,3,English,Male,Los Angeles,US,,Very Good,,Good,Good,,,,Good,,,,,,Connecting flight,,,,,Yes,Other,Good,Poor,,,,,,Good,Good,Very Good,No,,,3+ Trips,70.83333333,74.94806383,No,44.77683732,8.804387526
428,F,3,English,Male,Kailuakona,US,,Very Good,,Good,Good,,,,Good,,,,,,Connecting flight,,,,,Yes,Other,Good,Poor,,,,,,Good,Good,Very Good,No,,,3+ Trips,70.83333333,87.86523393,No,51.51021904,0
392,F,3,English,Female,Chico,US,,Fair,Fair,Good,Good,,,Good,Poor,Good,,,,Good,Connecting flight,,,,,Yes,Business,Very Good,Very Good,Fair,Fair,,,,Good,Good,Very Good,Yes,No,,3+ Trips,70,68.37666514,No,38.70809322,27.18658999
1309,F,3,English,Male,Grand Rapids,US,,Good,Good,Good,Good,,,,Very Good,,,,,Good,Connecting flight,,,,,No,Vacation,Very Good,,Fair,Fair,,,,Good,Good,Very Good,No,,,0 Trips,82.14285714,56.84139425,No,45.56092948,25.49135399
757,F,3,English,Female,Bethlehem,US,,Good,Good,Fair,Fair,,,,Fair,,,,,,Connecting flight,,,,,No,Vacation,Good,Good,Fair,Fair,,,,Good,Good,Very Good,Yes,No,,2 Trips,64.28571429,64.25403547,No,0.703577026,0
1313,F,3,English,Female,Boston,US,,Good,,Good,Good,,,,Very Good,,,,,Good,Connecting flight,,,,,No,Vacation,Very Good,,Good,Fair,,,,Good,Good,Very Good,No,,,1 Trip,83.33333333,70.52727935,No,25.25776399,42.08773198
758,F,3,English,Male,Bethlehem,US,,Good,Good,Fair,Good,,,,Good,,,,,,Connecting flight,,,,,No,Vacation,Good,Good,Good,Fair,,,,Good,Good,Very Good,No,,,2 Trips,71.42857143,73.83223245,No,7.01071271,12.53893876
489,F,3,English,Female,Corona,US,,Good,Fair,Good,Good,,,,Very Good,,,,,,Connecting flight,,,,,No,Visiting Friends and Relatives,Very Good,Very Good,Good,Fair,,,,Good,Good,Very Good,No,,,2 Trips,82.14285714,68.03824954,No,33.72267964,9.889427873
824,F,3,English,Female,Bakersfield,US,,Good,Good,Very Good,Good,Good,,,Good,,,,,Good,Connecting flight,,,,,No,Other,Good,,Fair,Good,,,,Good,Good,Very Good,No,,,1 Trip,78.125,58.8460391,No,29.40892271,25.35660059
955,E,3,English,Female,Palo Alto,US,Santa Clara,Good,Very Good,Good,Good,Good,Good,Good,Good,Good,,,,,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Good,Very Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,3+ Trips,79.54545455,66.45582959,No,7.984283802,24.6945143
387,F,3,English,Female,Worchester,US,,Good,Very Good,Good,Fair,,Fair,Good,Good,,,,,Good,Connecting flight,,,,,Yes,Visiting Friends and Relatives,Very Good,,Good,Good,,,,Good,Good,Very Good,No,,,3+ Trips,75,63.60263282,No,34.57839981,58.73036051
952,E,3,English,Male,Dallas,US,,Fair,Very Poor,Fair,Fair,,,,Good,,,,,Fair,Taxi,Good,,No,,No,Business,Good,Good,Good,Good,,,,Good,Good,Very Good,No,,,3+ Trips,55.55555556,59.14803068,No,22.90737323,31.73848167
250,F,3,English,Female,Phoenix,US,,Fair,Good,Fair,Fair,,,,Fair,,,,,Fair,Connecting flight,,,,,No,Visiting Friends and Relatives,Good,,Good,Good,,,,Good,Good,Very Good,Yes,No,,3+ Trips,57.14285714,58.61507361,No,0.92750818,52.38131537
406,F,3,English,Male,Eugene,US,,Very Good,Very Good,Very Good,Good,,,,Very Good,,,,,Fair,Connecting flight,,,,,Yes,Vacation,Very Good,,Good,Good,,,,Good,Good,Very Good,No,,,3+ Trips,89.28571429,61.15800236,No,28.09786858,15.14234764
1363,F,3,English,Female,Hanover Park,US,,Very Good,Good,Good,Very Good,,,,Good,,,,,Good,Connecting flight,,,,,No,Vacation,Very Good,,Good,Good,,,,Good,Good,Very Good,No,,,0 Trips,85.71428571,75.18711457,No,25.44076483,40.35265895
134,E,3,English,Female,Toronto,Canada,,Good,Good,Good,Good,,,Fair,Good,,Good,,Good,Fair,Rental Car Center,Good,,No,,No,Vacation,Good,Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,0 Trips,70.83333333,74.14070155,No,47.65509065,44.05431117
700,E,3,English,Female,Zurich,Switzerland,,Fair,,Fair,Good,,,,Good,,,,,,Connecting flight,,,,,No,Business,Good,Good,Good,Good,,,,Good,Good,Very Good,No,,,0 Trips,66.66666667,79.7757347,No,26.38407324,53.14527156
217,E,3,English,Female,Los Angeles,US,,Good,Good,Fair,Fair,,,Good,,,,,,Fair,Taxi,Good,,No,,No,Business,Good,Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,1 Trip,66.66666667,83.44297927,Yes,40.61766556,27.59491525
784,F,3,English,Female,Pacifica,US,San Mateo,Very Good,Very Good,Good,Very Good,,,Very Good,Very Good,Good,,Very Good,,Good,Private Car,,Off-Airport Parking,No,,Yes,Wedding/Funeral,Very Good,Very Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,1 Trip,93.18181818,59.8811294,No,25.65701766,31.22833498
1189,F,3,English,Male,Airdsi,Canada,,Good,Good,Fair,,,,,Good,,,,,Fair,Hotel Shuttle,Very Good,,No,,No,Visiting Friends and Relatives,Good,Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,1 Trip,71.875,77.4737801,No,15.38789115,4.265144894
1130,F,3,English,Female,Denver,US,,Good,Fair,Fair,Good,,,,Good,,,,,Fair,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Good,Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,2 Trips,65.625,66.74907317,Yes,5.203170275,32.53767035
1176,F,3,English,Male,San Diego,US,,Good,Good,Fair,Good,,,,Good,,,,,Fair,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Good,Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,2 Trips,68.75,90.2154341,No,18.93087117,10.65591634
949,E,3,English,Male,South San Francisco,US,San Mateo,Good,Fair,Fair,Fair,,,,Good,,,,,Fair,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,2 Trips,68.75,76.65141805,No,20.63734785,69.93925841
701,E,3,English,Female,San Francisco,US,San Francisco,Good,Fair,Fair,Fair,,,,Good,,,,,Fair,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Very Good,Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,2 Trips,65.625,71.02712288,No,21.31867764,21.60011355
891,F,3,English,Male,San Francisco,US,San Francisco,Good,Fair,Fair,Good,,,,,,,,,Good,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Good,Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,2 Trips,67.85714286,65.86417799,No,31.67468048,4.964596597
59,F,3,English,Male,Portland,US,,Very Good,,Good,Very Good,,,,Very Good,,,,,Very Good,Connecting flight,,,,,No,Vacation,Very Good,,Good,Good,,,,Good,Good,Very Good,No,,,2 Trips,95.83333333,83.72505959,No,14.19358394,48.7006229
259,F,3,English,Male,Deadwood,US,,Fair,Very Good,Very Good,Fair,,Fair,Very Good,Very Good,,,,,,Connecting flight,,,,,Yes,Vacation,Very Good,,Good,Good,,,,Good,Good,Very Good,Yes,No,,2 Trips,81.25,72.00602504,No,46.46424248,23.57605212
522,E,3,English,Female,Calgary,Canada,,Good,Good,Very Good,Good,,,,Good,,,,,Good,Shared Ride Van,Good,,No,,Yes,Vacation,Very Good,Very Good,Good,Good,,,,Good,Good,Very Good,No,,,2 Trips,83.33333333,70.36949969,No,55.15103097,36.42155116
837,F,3,English,Male,Vancouver,Canada,,Good,,Fair,Good,,,,Good,,,,,Good,Connecting flight,,,,,No,Vacation,Very Good,Good,Good,Good,,,,Good,Good,Very Good,No,,,2 Trips,75,68.74554566,No,18.70319315,35.42276058
285,E,3,English,Female,San Francisco,US,San Francisco,Good,Fair,Fair,Fair,,,,Fair,,,,,Fair,Taxi,Good,,No,,No,Business,Good,Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,3+ Trips,61.11111111,54.98513662,No,54.9876307,15.96341544
703,E,3,English,Male,Chicago,US,,Very Good,Very Good,Very Good,Very Good,,,,Good,,,,,Fair,Taxi,Very Good,,No,,No,Vacation,Very Good,Very Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,1 Trip,91.66666667,72.00075125,No,33.49439449,0
966,F,3,English,Female,San Francisco,US,San Francisco,Good,Fair,Good,Very Good,Fair,,Good,Good,Good,Fair,,,Good,Private Car,,Airport Long Term Parking,No,,No,Visiting Friends and Relatives,Very Good,Fair,Very Good,Good,,,,Good,Good,Very Good,Yes,No,,3+ Trips,70.83333333,73.61179366,No,42.93194332,34.81449785
497,F,3,English,Female,Fairfield,US,Solano,Good,Very Good,Fair,Good,,,Good,Very Good,,,,,,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Good,,,,Good,Good,Very Good,No,,,3+ Trips,84.375,68.96938171,No,0,47.51442276
496,F,3,English,Male,Fairfield,US,Solano,Very Good,Good,Good,Good,,,Very Good,Very Good,,,,,,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Good,,,,Good,Good,Very Good,No,,,2 Trips,90.625,100,No,49.73232504,57.10170776
1101,F,3,English,Female,Anaheim,US,,Fair,Fair,Fair,Good,,,Fair,Good,,,,,,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Good,Very Good,,,,Good,Good,Very Good,No,,,1 Trip,68.75,85.83031844,Yes,11.17608307,35.04344425
443,F,3,English,Male,Portland,US,,Good,Good,Very Good,Very Good,,,,Very Good,,,,,Good,Connecting flight,,,,,No,Visiting Friends and Relatives,Good,,Very Good,Very Good,,,,Good,Good,Very Good,Yes,No,,3+ Trips,85.71428571,89.96805584,No,27.21004928,52.92055888
490,F,3,English,Male,Corona,US,,Very Good,Good,Fair,Good,,,,Good,,,,,Good,Connecting flight,,,,,No,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Very Good,,,,Good,Good,Very Good,Yes,No,,3+ Trips,81.25,78.36090713,,17.44363444,22.56649984
514,E,3,English,Male,Leth Bridge,Canada,,Very Good,Very Good,Good,Very Good,Very Good,,Very Good,Very Good,,,,,,Taxi,Fair,,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,,,Good,Good,Very Good,Yes,No,,3+ Trips,92.5,65.84045186,No,23.65616393,22.67126786
889,F,3,English,Female,Lavallette,US,,Very Good,Good,Fair,Fair,,,,Good,,,,,,Connecting flight,,,,,No,Vacation,Very Good,,Very Good,Very Good,,,,Good,Good,Very Good,No,,,0 Trips,75,83.41204601,No,35.54007575,19.05599676
256,F,3,English,Male,Philadelphia,US,,Good,Very Good,Very Good,Fair,,,,Good,,,,,,Connecting flight,,,,,No,Vacation,Very Good,Fair,Very Good,Very Good,,,,Good,Good,Very Good,No,,,1 Trip,78.57142857,92.04193859,No,21.42131487,45.2805755
609,E,3,English,Male,Chicago,US,,Very Good,Very Good,Good,Very Good,,,Very Good,Very Good,,,,,Good,Private Car,,Curb Drop,No,,Yes,Vacation,Very Good,Good,Very Good,Very Good,,,,Good,Good,Very Good,No,,,2 Trips,91.66666667,92.57579143,No,11.57726225,27.3697197
515,E,3,English,Male,Regina,Canada,,Very Good,Very Good,Very Good,Very Good,,,,Very Good,,,,,Very Good,Connecting flight,,,,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,,,Good,Good,Very Good,No,,,2 Trips,100,80.85112306,No,24.31433372,58.39598748
281,E,3,English,Male,San Martin,US,,Very Good,,Good,,,,Poor,Poor,,,Good,,,Private Car,,Curb Drop,No,,No,Vacation,Good,Good,Very Good,Very Good,,,,Good,Good,Very Good,Yes,No,,2 Trips,64.28571429,83.2008949,No,47.52968184,16.48216755
1154,F,3,English,Female,London,United Kingdom,,Very Good,Good,Very Good,Good,Fair,,,Very Good,,Good,,,Very Good,Connecting flight,,,,,Yes,Business,Very Good,Very Good,Very Good,Fair,,Fair,,Good,Good,Very Good,Yes,No,,3+ Trips,87.5,74.46536663,No,48.63656755,9.094350694
391,F,3,English,Female,Elizabeth,US,,Good,Good,Good,Very Good,Very Good,,Good,Good,Good,Very Good,,,Good,Hotel Shuttle,Very Good,,No,,No,Business,Very Good,Very Good,Fair,Good,,Fair,,Good,Good,Very Good,Yes,No,,3+ Trips,86.53846154,47.65326034,No,40.74320832,18.49942774
1358,F,3,English,Female,Seattle,US,,Fair,Good,Poor,Good,,,Very Good,Good,,Very Good,,,Fair,,Good,,No,,No,Business,Very Good,Good,Very Good,Good,,Good,,Good,Good,Very Good,No,,,3+ Trips,72.72727273,67.94742646,No,22.63798839,16.9082983
1359,F,3,English,Female,Seattle,US,,Fair,Good,Poor,Good,,,Very Good,Good,,Very Good,,,Fair,,Good,,No,,No,Business,Very Good,Good,Very Good,Good,,Good,,Good,Good,Very Good,No,,,3+ Trips,72.72727273,89.88222705,No,39.5921081,4.831947519
261,F,3,English,Male,American Canyon,US,Solano,Fair,Fair,Fair,Fair,,,Very Good,Very Good,Good,,Very Good,Good,Good,Private Car,,Domestic Hourly,No,,No,Vacation,Fair,Fair,Good,Good,Good,Good,,Good,Good,Very Good,Yes,No,,3+ Trips,68.75,85.0147995,Yes,20.21918158,47.43873921
663,F,3,English,Male,San Francisco,US,San Francisco,Good,Good,Fair,Very Good,,,Very Good,Very Good,,Very Good,,,Fair,Private Car,,Curb Drop,No,,Yes,Visiting Friends and Relatives,Very Good,Very Good,Good,Good,,Very Good,,Good,Good,Very Good,No,,,3+ Trips,85,99.38389108,No,11.839334,16.22031373
599,E,3,English,Male,San Francisco,US,San Francisco,Very Good,Good,Good,Very Good,,,Very Good,,Very Good,,,,Very Good,BART,Very Good,,No,,Yes,Wedding/Funeral,Very Good,Very Good,Good,Good,,Very Good,,Good,Good,Very Good,No,,,3+ Trips,95,88.48725608,No,15.89260964,10.35371115
664,F,3,English,Female,San Francisco,US,San Francisco,Very Good,Good,Good,Very Good,,,Good,Good,,Very Good,,,Good,Private Car,,Curb Drop,No,,Yes,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Very Good,,Very Good,,Good,Good,Very Good,Yes,No,,2 Trips,87.5,81.10375506,No,34.34199555,8.361826184
665,F,3,English,Female,San Francisco,US,San Francisco,Very Good,Good,Good,Very Good,,,Good,Good,,Very Good,,,Good,Private Car,,Curb Drop,No,,Yes,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Very Good,,Very Good,,Good,Good,Very Good,Yes,No,,2 Trips,87.5,91.79041422,Yes,32.77487379,24.99911819
518,E,3,English,Female,Calgary,Canada,,Fair,,Fair,Fair,,,Good,Good,,Very Good,,Good,Fair,Rental Car Center,Good,,No,,No,Vacation,Good,Good,Good,Good,,Good,Fair,Good,Good,Very Good,No,,,1 Trip,68.18181818,68.38918314,No,49.56401809,28.86561491
1046,E,3,English,Male,Ottawa,Canada,,Good,Good,Good,Good,,,Fair,Good,,,,Good,Fair,Hotel Shuttle,Very Good,,No,,No,Business,Good,Good,Good,Good,,,Good,Good,Good,Very Good,Yes,No,,0 Trips,72.72727273,56.84797338,No,37.36794317,11.27544411
991,F,3,English,Male,Redwood City,US,San Mateo,Good,Very Good,Very Good,Very Good,,,Very Good,Very Good,,,,Very Good,,Private Car,,Curb Drop,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,,Good,Good,Good,Very Good,No,,,2 Trips,97.22222222,79.97992659,,21.46113288,40.19204319
666,F,3,English,Female,Baltimore,US,,Good,Good,Good,Good,,,Fair,Fair,,Good,,Good,Good,Rental Car Center,Good,,Yes,No,Yes,Business,Good,Very Good,Good,Good,,Good,Good,Good,Good,Very Good,No,,,3+ Trips,72.91666667,73.2996352,No,36.84212949,25.25199883
218,E,3,English,Female,Glendale,US,,Good,Good,Good,Good,,,,Good,,Good,,Good,,Rental Car Center,Good,,Yes,No,No,Business,Very Good,Very Good,Good,Good,,Good,Good,Good,Good,Very Good,No,,,2 Trips,80,75.05749133,No,36.91601191,19.04642822
1056,E,3,English,Female,Tornoto,Canada,,Good,,Fair,Very Good,,,Fair,Very Good,,Very Good,,Very Good,Fair,Rental Car Center,Very Good,,Yes,Yes,,Vacation,Good,Good,,Good,Good,Good,Good,Good,Good,Very Good,No,,,2 Trips,79.54545455,87.02215621,No,21.53590977,49.29079616
1151,F,3,English,Male,San Francisco,US,San Francisco,Very Good,Very Good,Good,Good,Good,,Good,Good,Good,Good,Good,Good,Good,Private Car,,Curb Drop,No,,No,Vacation,Very Good,Very Good,Good,Good,Good,Good,Good,Good,Good,Very Good,No,,,2 Trips,82.14285714,80.27824692,No,41.75778916,27.88471029
933,F,3,English,Female,Chicago,US,,Good,Good,Good,Good,,,Good,Good,,Very Good,,Fair,Fair,Rental Car Center,Good,,No,,Yes,Business,Very Good,Very Good,Good,Good,,Very Good,Good,Good,Good,Very Good,Yes,No,,3+ Trips,77.08333333,100,No,37.73499609,0
675,F,3,English,Male,Melk,Germany,,Good,,Good,Good,,,Good,Good,,Fair,,Good,Good,Rental Car Center,Very Good,,No,,No,Vacation,Very Good,Very Good,Good,Good,,Very Good,Very Good,Good,Good,Very Good,No,,,0 Trips,79.54545455,85.88457276,No,6.826545352,25.18588792
676,F,3,English,Female,Melle,Germany,,Good,,Good,Good,,,Good,Good,,Fair,,Good,Good,Rental Car Center,Good,,No,,No,Vacation,Very Good,Very Good,Good,Good,,Very Good,Very Good,Good,Good,Very Good,No,,,0 Trips,77.27272727,78.21829353,No,36.24894932,35.01318596
1368,F,3,English,Male,Phoenix,US,,Good,,Very Good,Very Good,,,,Very Good,,,,,,Connecting flight,,,,,No,Vacation,Very Good,,Fair,Fair,,,,Very Good,Good,Very Good,Yes,No,,0 Trips,95,66.77439586,No,36.40842103,44.26877975
258,F,3,English,Male,Kona,US,,Good,Good,Very Good,Good,,,,Good,,,,,,Connecting flight,,,,,No,Vacation,Very Good,,Fair,Fair,,,,Very Good,Good,Very Good,No,,,2 Trips,83.33333333,54.67962433,No,44.69349453,49.38006292
